Date,IntZone,IntZoneName,CA,CAName,Positive7Day,Population
20210616,S02001621,Meadows and Southside,S12000036,City of Edinburgh,22,8441
20210616,S02001622,"Old Town, Princes Street and Leith Street",S12000036,City of Edinburgh,15,6689
20210616,S02001623,"Canongate, Southside and Dumbiedykes",S12000036,City of Edinburgh,22,9039
20210616,S02001624,Abbeyhill,S12000036,City of Edinburgh,9,2974
20210616,S02001625,Meadowbank and Abbeyhill North,S12000036,City of Edinburgh,9,5010
20210616,S02001626,Willowbrae and Duddingston Village,S12000036,City of Edinburgh,4,5165
20210616,S02001627,Craigmillar,S12000036,City of Edinburgh,22,5391
20210616,S02001628,Niddrie,S12000036,City of Edinburgh,19,4748
20210616,S02001629,"Bingham, Magdalene and The Christians",S12000036,City of Edinburgh,7,3707
20210616,S02001630,"Jewel, Brunstane and Newcraighall",S12000036,City of Edinburgh,13,4352
20210616,S02001631,Joppa,S12000036,City of Edinburgh,3,5246
20210616,S02001632,Portobello,S12000036,City of Edinburgh,5,4399
20210616,S02001633,Duddingston and Portobello South,S12000036,City of Edinburgh,6,4114
20210616,S02001634,Mountcastle,S12000036,City of Edinburgh,3,2557
20210616,S02001635,Northfield and Piershill,S12000036,City of Edinburgh,10,3579
20210616,S02001636,Craigentinny,S12000036,City of Edinburgh,3,2864
20210616,S02001637,Restalrig (Loganlea) and Craigentinny West,S12000036,City of Edinburgh,,3523
20210616,S02001638,Restalrig and Lochend,S12000036,City of Edinburgh,7,4407
20210616,S02001639,Leith (Hermitage and Prospect Bank),S12000036,City of Edinburgh,9,4615
20210616,S02001640,Western Harbour and Leith Docks,S12000036,City of Edinburgh,16,4525
20210616,S02001641,North Leith and Newhaven,S12000036,City of Edinburgh,8,5456
20210616,S02001642,The Shore and Constitution Street,S12000036,City of Edinburgh,14,5508
20210616,S02001643,Great Junction Street,S12000036,City of Edinburgh,15,5585
20210616,S02001644,South Leith,S12000036,City of Edinburgh,16,5562
20210616,S02001645,Easter Road and Hawkhill Avenue,S12000036,City of Edinburgh,22,3847
20210616,S02001646,Leith (Albert Street),S12000036,City of Edinburgh,10,3592
20210616,S02001647,Hillside and Calton Hill,S12000036,City of Edinburgh,11,5943
20210616,S02001648,Pilrig,S12000036,City of Edinburgh,5,3576
20210616,S02001649,Bonnington,S12000036,City of Edinburgh,9,3874
20210616,S02001650,Trinity East and The Dudleys,S12000036,City of Edinburgh,3,3852
20210616,S02001651,Trinity,S12000036,City of Edinburgh,18,4739
20210616,S02001652,"Inverleith, Goldenacre and Warriston",S12000036,City of Edinburgh,4,3899
20210616,S02001653,Broughton North and Powderhall,S12000036,City of Edinburgh,8,4359
20210616,S02001654,Broughton South,S12000036,City of Edinburgh,4,4871
20210616,S02001655,New Town East and Gayfield,S12000036,City of Edinburgh,6,2852
20210616,S02001656,New Town West,S12000036,City of Edinburgh,4,3391
20210616,S02001657,Canonmills and New Town North,S12000036,City of Edinburgh,11,3254
20210616,S02001658,Stockbridge,S12000036,City of Edinburgh,10,5805
20210616,S02001659,Comely Bank,S12000036,City of Edinburgh,13,4171
20210616,S02001660,Deans Village,S12000036,City of Edinburgh,4,6887
20210616,S02001661,Balgreen and Roseburn,S12000036,City of Edinburgh,13,4439
20210616,S02001662,Murrayfield and Ravelston,S12000036,City of Edinburgh,5,4502
20210616,S02001663,"Craigleith, Orchard Brae and Crewe Toll",S12000036,City of Edinburgh,5,4720
20210616,S02001664,Blackhall,S12000036,City of Edinburgh,12,6028
20210616,S02001665,Drylaw,S12000036,City of Edinburgh,12,4764
20210616,S02001666,West Pilton,S12000036,City of Edinburgh,26,5260
20210616,S02001667,Boswall and Pilton,S12000036,City of Edinburgh,13,5722
20210616,S02001668,Granton South and Wardieburn,S12000036,City of Edinburgh,4,3029
20210616,S02001669,Granton and Royston Mains,S12000036,City of Edinburgh,6,4045
20210616,S02001670,Granton West and Salvesen,S12000036,City of Edinburgh,15,4269
20210616,S02001671,Muirhouse,S12000036,City of Edinburgh,31,6007
20210616,S02001672,Silverknowes and Davidson's Mains,S12000036,City of Edinburgh,7,4563
20210616,S02001673,Cramond,S12000036,City of Edinburgh,3,2814
20210616,S02001674,"Barnton, Cammo and Cramond South",S12000036,City of Edinburgh,6,4069
20210616,S02001675,Clermiston and Drumbrae,S12000036,City of Edinburgh,18,6244
20210616,S02001676,East Craigs North,S12000036,City of Edinburgh,10,4337
20210616,S02001677,East Craigs South,S12000036,City of Edinburgh,10,5294
20210616,S02001678,Corstorphine North,S12000036,City of Edinburgh,9,3848
20210616,S02001679,Corstorphine,S12000036,City of Edinburgh,8,5692
20210616,S02001680,Carrick Knowe,S12000036,City of Edinburgh,10,2733
20210616,S02001681,Corstorphine South,S12000036,City of Edinburgh,10,4562
20210616,S02001682,South Gyle,S12000036,City of Edinburgh,8,5027
20210616,S02001683,"Ratho, Ingliston and Gogar",S12000036,City of Edinburgh,,3543
20210616,S02001684,"Dalmeny, Kirkliston and Newbridge",S12000036,City of Edinburgh,13,8502
20210616,S02001685,Queensferry East,S12000036,City of Edinburgh,6,5008
20210616,S02001686,Queensferry West,S12000036,City of Edinburgh,10,3939
20210616,S02001696,Dunipace,S12000014,Falkirk,3,3201
20210616,S02001697,"Fankerton, Stoneywood and Denny Town",S12000014,Falkirk,5,4883
20210616,S02001698,Denny - Nethermains,S12000014,Falkirk,,4074
20210616,S02001699,Head of Muir and Dennyloanhead,S12000014,Falkirk,5,3037
20210616,S02001700,"Banknock, Haggs and Longcroft",S12000014,Falkirk,,4089
20210616,S02001701,Bonnybridge,S12000014,Falkirk,8,4827
20210616,S02001702,High Bonnybridge and Greenhill,S12000014,Falkirk,3,3839
20210616,S02001703,Larbert - North Broomage and Inches,S12000014,Falkirk,4,7074
20210616,S02001704,Larbert - South Broomage and Village,S12000014,Falkirk,4,3912
20210616,S02001705,Stenhousemuir West,S12000014,Falkirk,,3137
20210616,S02001706,Stenhousemuir East,S12000014,Falkirk,,3432
20210616,S02001707,Stenhousemuir - Antonshill,S12000014,Falkirk,,3240
20210616,S02001708,Carron,S12000014,Falkirk,,2631
20210616,S02001709,Carronshore,S12000014,Falkirk,3,2724
20210616,S02001710,Carse and Grangemouth Old Town,S12000014,Falkirk,,4904
20210616,S02001711,Falkirk - Bainsford and Langlees,S12000014,Falkirk,3,3756
20210616,S02001712,Falkirk - Merchiston and New Carron Village,S12000014,Falkirk,4,4704
20210616,S02001713,Falkirk - Grahamston,S12000014,Falkirk,,3355
20210616,S02001714,Falkirk - Middlefield,S12000014,Falkirk,5,4711
20210616,S02001715,Falkirk - Town Centre and Callendar Park,S12000014,Falkirk,,3483
20210616,S02001716,Falkirk - Bantaskin,S12000014,Falkirk,4,3580
20210616,S02001717,Falkirk - Camelon East,S12000014,Falkirk,,2980
20210616,S02001718,Falkirk - Camelon West,S12000014,Falkirk,,2745
20210616,S02001719,Falkirk - Tamfourhill,S12000014,Falkirk,,2673
20210616,S02001720,Falkirk - Lochgreen and Lionthorn,S12000014,Falkirk,5,3736
20210616,S02001721,Hallglen and Glen Village,S12000014,Falkirk,3,3098
20210616,S02001722,Shieldhill,S12000014,Falkirk,,2461
20210616,S02001723,Braes Villages,S12000014,Falkirk,4,4774
20210616,S02001724,Reddingmuirhead and Overton,S12000014,Falkirk,,5004
20210616,S02001725,Brightons and Wallacestone,S12000014,Falkirk,,4186
20210616,S02001726,Maddiston and Rumford,S12000014,Falkirk,4,5211
20210616,S02001727,Polmont,S12000014,Falkirk,5,3975
20210616,S02001728,Redding,S12000014,Falkirk,3,3278
20210616,S02001729,Laurieston and Westquarter,S12000014,Falkirk,4,3261
20210616,S02001730,Grangemouth - Newlands,S12000014,Falkirk,5,4668
20210616,S02001731,Grangemouth - Town Centre,S12000014,Falkirk,,3023
20210616,S02001732,Grangemouth - Kersiebank,S12000014,Falkirk,4,4108
20210616,S02001733,Grangemouth - Bowhouse,S12000014,Falkirk,6,3653
20210616,S02001734,Bo'ness - Douglas,S12000014,Falkirk,4,4211
20210616,S02001735,Bo'ness - Newtown,S12000014,Falkirk,,3098
20210616,S02001736,Bo'ness - Kinneil,S12000014,Falkirk,,3054
20210616,S02001737,"Blackness, Bo'ness - Carriden and Grahamsdyke",S12000014,Falkirk,3,5100
20210616,S02001738,Kincardine,S12000047,Fife,,3093
20210616,S02001739,Oakley Comrie and Blairhall,S12000047,Fife,5,3983
20210616,S02001740,Saline and Gowkhall,S12000047,Fife,,3471
20210616,S02001741,Valleyfield Culross and Torryburn,S12000047,Fife,,3593
20210616,S02001742,Cairneyhill and Crombie,S12000047,Fife,,2874
20210616,S02001743,Crossford Charlestown and Limekilns,S12000047,Fife,,4325
20210616,S02001744,Dunfermline Milesmark and Wellwood,S12000047,Fife,,3735
20210616,S02001745,Dunfermline Baldridgeburn,S12000047,Fife,4,3664
20210616,S02001746,Dunfermline Headwell,S12000047,Fife,,4653
20210616,S02001747,Dunfermline Central,S12000047,Fife,,3110
20210616,S02001748,Dunfermline Brucefield,S12000047,Fife,,3322
20210616,S02001749,Dunfermline Garvock Hill,S12000047,Fife,,2991
20210616,S02001750,Dunfermline Bellyeoman and Townhill,S12000047,Fife,,5253
20210616,S02001751,Dunfermline Duloch North and Lynebank,S12000047,Fife,,5863
20210616,S02001752,Dunfermline Touch and Woodmill,S12000047,Fife,,2878
20210616,S02001753,Dunfermline Abbeyview North,S12000047,Fife,,3857
20210616,S02001754,Dunfermline Abbeyview South,S12000047,Fife,,2859
20210616,S02001755,Dunfermline Duloch South,S12000047,Fife,3,3972
20210616,S02001756,Dunfermline Masterton,S12000047,Fife,5,3329
20210616,S02001757,Dunfermline Pitcorthie East,S12000047,Fife,,3656
20210616,S02001758,Dunfermline Pitcorthie West,S12000047,Fife,,2511
20210616,S02001759,Rosyth North,S12000047,Fife,,2997
20210616,S02001760,Rosyth East,S12000047,Fife,3,3018
20210616,S02001761,Rosyth Central,S12000047,Fife,,3507
20210616,S02001762,Rosyth South,S12000047,Fife,,3921
20210616,S02001763,North Queensferry and Inverkeithing West,S12000047,Fife,4,3094
20210616,S02001764,Inverkeithing East,S12000047,Fife,,2842
20210616,S02001765,Dalgety Bay West and Hillend,S12000047,Fife,6,2572
20210616,S02001766,Dalgety Bay Central,S12000047,Fife,,4331
20210616,S02001767,Dalgety Bay East,S12000047,Fife,,2539
20210616,S02001768,Crossgates and Halbeath,S12000047,Fife,,3489
20210616,S02001769,Hill of Beath and Kingseat,S12000047,Fife,,3342
20210616,S02001770,Cowdenbeath South,S12000047,Fife,,3122
20210616,S02001771,Cowdenbeath North,S12000047,Fife,,5013
20210616,S02001772,Kelty West,S12000047,Fife,,2689
20210616,S02001773,Kelty East,S12000047,Fife,5,3901
20210616,S02001774,Lochore and Crosshill,S12000047,Fife,,2830
20210616,S02001775,Ballingry,S12000047,Fife,,2903
20210616,S02001776,Cardenden,S12000047,Fife,4,6319
20210616,S02001777,Lochgelly East,S12000047,Fife,9,4373
20210616,S02001778,Lochgelly West and Lumphinnans,S12000047,Fife,3,3180
20210616,S02001779,Aberdour and Auchtertool,S12000047,Fife,,3621
20210616,S02001780,Burntisland West,S12000047,Fife,,4134
20210616,S02001781,Burntisland East,S12000047,Fife,,2572
20210616,S02001782,Kinghorn,S12000047,Fife,6,2764
20210616,S02001783,Kirkcaldy Linktown & Seafield,S12000047,Fife,,4450
20210616,S02001784,Kirkcaldy Central,S12000047,Fife,11,3309
20210616,S02001785,Kirkcaldy Bennochy East,S12000047,Fife,,2929
20210616,S02001786,Kirkcaldy Bennochy West,S12000047,Fife,4,2888
20210616,S02001787,Kirkcaldy Raith,S12000047,Fife,,2498
20210616,S02001788,Kirkcaldy Newliston and Redcraigs,S12000047,Fife,,2998
20210616,S02001789,Kirkcaldy Templehall West,S12000047,Fife,,3046
20210616,S02001790,Kirkcaldy Templehall East,S12000047,Fife,7,4776
20210616,S02001791,Kirkcaldy Dunnikier,S12000047,Fife,8,3181
20210616,S02001792,Kirkcaldy Chapel,S12000047,Fife,4,5454
20210616,S02001793,Kirkcaldy Hayfield and Smeaton,S12000047,Fife,7,3714
20210616,S02001794,Kirkcaldy Pathhead,S12000047,Fife,,3004
20210616,S02001795,Kirkcaldy Gallatown and Sinclairtown,S12000047,Fife,7,4367
20210616,S02001796,Dysart,S12000047,Fife,8,3680
20210616,S02001797,Wemyss,S12000047,Fife,,3216
20210616,S02001798,Thornton and Kinglassie,S12000047,Fife,,4203
20210616,S02001799,Leslie and Newcastle,S12000047,Fife,,4178
20210616,S02001800,Glenrothes Macedonia and Tanshall,S12000047,Fife,,4104
20210616,S02001801,Glenrothes South Parks,S12000047,Fife,,2126
20210616,S02001802,Glenrothes Caskieberran and Rimbleton,S12000047,Fife,6,4418
20210616,S02001803,Glenrothes Auchmuty,S12000047,Fife,,3313
20210616,S02001804,Glenrothes Stenton and Finglassie,S12000047,Fife,,3433
20210616,S02001805,Glenrothes Pitteuchar,S12000047,Fife,4,4951
20210616,S02001806,Glenrothes Woodside,S12000047,Fife,,2734
20210616,S02001807,Glenrothes Balgeddie and Town Park,S12000047,Fife,,3603
20210616,S02001808,Glenrothes Collydean,S12000047,Fife,,2199
20210616,S02001809,Glenrothes Cadham and Pitcoudie,S12000047,Fife,,2050
20210616,S02001810,Glenrothes Balfarg Pitcairn and Coul,S12000047,Fife,,2759
20210616,S02001811,Markinch and Star,S12000047,Fife,,4327
20210616,S02001812,Windygates and Coaltown,S12000047,Fife,,3322
20210616,S02001813,"Buckhaven, Denbeath and Muiredge",S12000047,Fife,7,4548
20210616,S02001814,Methil Methilhill,S12000047,Fife,,4439
20210616,S02001815,Methil West,S12000047,Fife,3,2412
20210616,S02001816,Methil East,S12000047,Fife,,3464
20210616,S02001817,Leven East,S12000047,Fife,,2966
20210616,S02001818,Leven West,S12000047,Fife,,3708
20210616,S02001819,Leven North,S12000047,Fife,,2583
20210616,S02001820,Largo,S12000047,Fife,,2944
20210616,S02001821,Kennoway and Bonnybank,S12000047,Fife,4,5525
20210616,S02001822,Kettle and Ladybank,S12000047,Fife,,4208
20210616,S02001823,Falkland and Freuchie,S12000047,Fife,,2569
20210616,S02001824,Auchtermuchty and Gateside,S12000047,Fife,4,4171
20210616,S02001825,Newburgh,S12000047,Fife,,2887
20210616,S02001826,Cupar West and Springfield,S12000047,Fife,5,4095
20210616,S02001827,Cupar Central,S12000047,Fife,,3229
20210616,S02001828,Cupar East,S12000047,Fife,,3866
20210616,S02001829,Dairsie Ceres and Dunino,S12000047,Fife,,2874
20210616,S02001830,Elie Colinsburgh and Largoward,S12000047,Fife,,2225
20210616,S02001831,St Monans and Pittenweem,S12000047,Fife,,2649
20210616,S02001832,Anstruther,S12000047,Fife,,4328
20210616,S02001833,Crail and Boarhills,S12000047,Fife,,2431
20210616,S02001834,St Andrews South East,S12000047,Fife,,4157
20210616,S02001835,St Andrews Central,S12000047,Fife,14,6392
20210616,S02001836,St Andrews South West,S12000047,Fife,4,4357
20210616,S02001837,St Andrews North and Strathkinness,S12000047,Fife,5,5386
20210616,S02001838,Leuchars and Guardbridge,S12000047,Fife,3,4160
20210616,S02001839,Balmullo and Gauldry,S12000047,Fife,3,3693
20210616,S02001840,Tayport,S12000047,Fife,6,3758
20210616,S02001841,Newport and Wormit,S12000047,Fife,7,4231
20210616,S02001842,Darnley East,S12000049,Glasgow City,11,5104
20210616,S02001843,Darnley North,S12000049,Glasgow City,16,3542
20210616,S02001844,Darnley West,S12000049,Glasgow City,7,5461
20210616,S02001845,Nitshill,S12000049,Glasgow City,21,6330
20210616,S02001846,Crookston South,S12000049,Glasgow City,7,3380
20210616,S02001847,Crookston North,S12000049,Glasgow City,6,3106
20210616,S02001848,Pollok South and West,S12000049,Glasgow City,15,6341
20210616,S02001849,Pollok North and East,S12000049,Glasgow City,16,5869
20210616,S02001850,Cardonald South and East,S12000049,Glasgow City,6,3192
20210616,S02001851,Cardonald North,S12000049,Glasgow City,5,4329
20210616,S02001852,Cardonald West and Central,S12000049,Glasgow City,11,5162
20210616,S02001853,Penilee,S12000049,Glasgow City,4,5279
20210616,S02001854,Hillington,S12000049,Glasgow City,9,3377
20210616,S02001855,Drumoyne and Shieldhall,S12000049,Glasgow City,7,6241
20210616,S02001856,Govan and Linthouse,S12000049,Glasgow City,6,6065
20210616,S02001857,Craigton,S12000049,Glasgow City,9,3516
20210616,S02001858,Mosspark,S12000049,Glasgow City,8,5126
20210616,S02001859,Ibrox,S12000049,Glasgow City,3,3640
20210616,S02001860,Ibrox East and Cessnock,S12000049,Glasgow City,14,3322
20210616,S02001861,Kinning Park and Festival Park,S12000049,Glasgow City,4,4448
20210616,S02001862,Kingston West and Dumbreck,S12000049,Glasgow City,13,3637
20210616,S02001863,Pollokshields West,S12000049,Glasgow City,,4662
20210616,S02001864,Pollokshields East,S12000049,Glasgow City,10,5037
20210616,S02001865,Govanhill West,S12000049,Glasgow City,18,5793
20210616,S02001866,Govanhill East and Aikenhead,S12000049,Glasgow City,8,4519
20210616,S02001867,Battlefield,S12000049,Glasgow City,8,5074
20210616,S02001868,Strathbungo,S12000049,Glasgow City,6,5917
20210616,S02001869,Maxwell Park,S12000049,Glasgow City,5,5866
20210616,S02001870,Shawlands West,S12000049,Glasgow City,4,3888
20210616,S02001871,Shawlands East,S12000049,Glasgow City,4,3593
20210616,S02001872,Langside,S12000049,Glasgow City,,4573
20210616,S02001873,Pollokshaws,S12000049,Glasgow City,6,4462
20210616,S02001874,Carnwadric West,S12000049,Glasgow City,11,4228
20210616,S02001875,Carnwadric East,S12000049,Glasgow City,10,3127
20210616,S02001876,Newlands,S12000049,Glasgow City,7,5278
20210616,S02001877,Merrylee and Millbrae,S12000049,Glasgow City,5,3496
20210616,S02001878,Muirend and Old Cathcart,S12000049,Glasgow City,5,4622
20210616,S02001879,Carmunnock North,S12000049,Glasgow City,8,2871
20210616,S02001880,Carmunnock South,S12000049,Glasgow City,,3737
20210616,S02001881,Glenwood South,S12000049,Glasgow City,3,4953
20210616,S02001882,Glenwood North,S12000049,Glasgow City,11,4313
20210616,S02001883,Castlemilk,S12000049,Glasgow City,3,4980
20210616,S02001884,Kingspark South,S12000049,Glasgow City,10,4026
20210616,S02001885,Kingspark North,S12000049,Glasgow City,5,4069
20210616,S02001886,Cathcart,S12000049,Glasgow City,6,5411
20210616,S02001887,Mount Florida,S12000049,Glasgow City,11,4395
20210616,S02001888,Toryglen and Oatlands,S12000049,Glasgow City,8,6814
20210616,S02001889,Gorbals and Hutchesontown,S12000049,Glasgow City,10,6201
20210616,S02001890,Laurieston and Tradeston,S12000049,Glasgow City,8,6156
20210616,S02001891,Calton and Gallowgate,S12000049,Glasgow City,7,4602
20210616,S02001892,Bridgeton,S12000049,Glasgow City,11,4147
20210616,S02001893,Dalmarnock,S12000049,Glasgow City,7,3860
20210616,S02001894,Parkhead West and Barrowfield,S12000049,Glasgow City,6,7465
20210616,S02001895,Parkhead East and Braidfauld North,S12000049,Glasgow City,4,3596
20210616,S02001896,Braidfauld,S12000049,Glasgow City,9,6652
20210616,S02001897,Shettleston South,S12000049,Glasgow City,9,3810
20210616,S02001898,Carmyle and Mount Vernon South,S12000049,Glasgow City,3,2632
20210616,S02001899,Mount Vernon North and Sandyhills,S12000049,Glasgow City,4,3525
20210616,S02001900,Baillieston West,S12000049,Glasgow City,,3607
20210616,S02001901,Baillieston East,S12000049,Glasgow City,8,7128
20210616,S02001902,Garrowhill West,S12000049,Glasgow City,5,4096
20210616,S02001903,Garrowhill East and Swinton,S12000049,Glasgow City,12,4177
20210616,S02001904,Easterhouse East,S12000049,Glasgow City,4,3156
20210616,S02001905,Central Easterhouse,S12000049,Glasgow City,4,2382
20210616,S02001906,"Garthamlock, Auchinlea and Gartloch",S12000049,Glasgow City,11,4631
20210616,S02001907,North Barlanark and Easterhouse South,S12000049,Glasgow City,6,3581
20210616,S02001908,Barlanark,S12000049,Glasgow City,11,4916
20210616,S02001909,Greenfield,S12000049,Glasgow City,7,5139
20210616,S02001910,Shettleston North,S12000049,Glasgow City,6,4772
20210616,S02001911,Tollcross,S12000049,Glasgow City,7,4052
20210616,S02001912,Old Shettleston and Parkhead North,S12000049,Glasgow City,11,4848
20210616,S02001913,Carntyne,S12000049,Glasgow City,9,3504
20210616,S02001914,"Cranhill, Lightburn and Queenslie South",S12000049,Glasgow City,11,6554
20210616,S02001915,Craigend and Ruchazie,S12000049,Glasgow City,11,5692
20210616,S02001916,Riddrie and Hogganfield,S12000049,Glasgow City,18,5867
20210616,S02001917,Blackhill and Barmulloch East,S12000049,Glasgow City,3,4601
20210616,S02001918,Robroyston and Millerston,S12000049,Glasgow City,10,6352
20210616,S02001919,Balornock,S12000049,Glasgow City,4,3439
20210616,S02001920,Barmulloch,S12000049,Glasgow City,3,3048
20210616,S02001921,Petershill,S12000049,Glasgow City,4,3611
20210616,S02001922,Springburn,S12000049,Glasgow City,5,4539
20210616,S02001923,Springburn East and Cowlairs,S12000049,Glasgow City,5,4850
20210616,S02001924,Cowlairs and Port Dundas,S12000049,Glasgow City,5,4026
20210616,S02001925,Sighthill,S12000049,Glasgow City,,900
20210616,S02001926,"Roystonhill, Blochairn, and Provanmill",S12000049,Glasgow City,20,6023
20210616,S02001927,Dennistoun North,S12000049,Glasgow City,8,4707
20210616,S02001928,Alexandra Parade,S12000049,Glasgow City,,2695
20210616,S02001929,Carntyne West and Haghill,S12000049,Glasgow City,6,4771
20210616,S02001930,Dennistoun,S12000049,Glasgow City,9,4454
20210616,S02001931,Gallowgate North and Bellgrove,S12000049,Glasgow City,8,6354
20210616,S02001932,City Centre East,S12000049,Glasgow City,25,10486
20210616,S02001933,City Centre West,S12000049,Glasgow City,23,5676
20210616,S02001934,City Centre South,S12000049,Glasgow City,9,3945
20210616,S02001935,Anderston,S12000049,Glasgow City,5,5577
20210616,S02001936,Finnieston and Kelvinhaugh,S12000049,Glasgow City,12,10513
20210616,S02001937,Woodlands,S12000049,Glasgow City,10,7387
20210616,S02001938,Woodside,S12000049,Glasgow City,5,3569
20210616,S02001939,Firhill,S12000049,Glasgow City,19,6415
20210616,S02001940,Keppochhill,S12000049,Glasgow City,3,4894
20210616,S02001941,Ruchill,S12000049,Glasgow City,16,7402
20210616,S02001942,Possil Park,S12000049,Glasgow City,4,6123
20210616,S02001943,Milton West,S12000049,Glasgow City,7,4275
20210616,S02001944,Milton East,S12000049,Glasgow City,4,3185
20210616,S02001945,Summerston Central and West,S12000049,Glasgow City,8,4481
20210616,S02001946,Summerston North,S12000049,Glasgow City,6,3445
20210616,S02001947,Maryhill East,S12000049,Glasgow City,4,3448
20210616,S02001948,Maryhill West,S12000049,Glasgow City,,3064
20210616,S02001949,Wyndford,S12000049,Glasgow City,5,4306
20210616,S02001950,Kelvindale,S12000049,Glasgow City,4,6166
20210616,S02001951,North Kelvin,S12000049,Glasgow City,16,4187
20210616,S02001952,Kelvingrove and University,S12000049,Glasgow City,20,6546
20210616,S02001953,Hillhead,S12000049,Glasgow City,11,8319
20210616,S02001954,Glasgow Harbour and Partick South,S12000049,Glasgow City,4,5311
20210616,S02001955,Partick,S12000049,Glasgow City,4,4024
20210616,S02001956,Partickhill and Hyndland,S12000049,Glasgow City,9,5803
20210616,S02001957,Dowanhill,S12000049,Glasgow City,9,4589
20210616,S02001958,Kelvinside and Jordanhill,S12000049,Glasgow City,4,5717
20210616,S02001959,Broomhill,S12000049,Glasgow City,6,4639
20210616,S02001960,Victoria Park,S12000049,Glasgow City,,2705
20210616,S02001961,Whiteinch,S12000049,Glasgow City,13,3742
20210616,S02001962,Scotstoun North and East,S12000049,Glasgow City,7,4595
20210616,S02001963,Scotstoun South and West,S12000049,Glasgow City,13,3637
20210616,S02001964,Yoker South,S12000049,Glasgow City,3,4856
20210616,S02001965,Yoker North,S12000049,Glasgow City,4,2970
20210616,S02001966,Knightswood West,S12000049,Glasgow City,,2551
20210616,S02001967,Knightswood East,S12000049,Glasgow City,,3921
20210616,S02001968,Knightswood Park West,S12000049,Glasgow City,3,3354
20210616,S02001969,Knightswood Park East,S12000049,Glasgow City,5,3870
20210616,S02001970,Anniesland East,S12000049,Glasgow City,6,4242
20210616,S02001971,Anniesland West,S12000049,Glasgow City,5,6681
20210616,S02001972,Blairdardie East,S12000049,Glasgow City,9,5485
20210616,S02001973,Blairdardie West,S12000049,Glasgow City,4,2975
20210616,S02001974,Drumchapel South,S12000049,Glasgow City,,2542
20210616,S02001975,Drumchapel North,S12000049,Glasgow City,3,3354
20210616,S02001976,Drumry East,S12000049,Glasgow City,6,3317
20210616,S02001977,Drumry West,S12000049,Glasgow City,3,3542
20210616,S02001978,Lochaber West,S12000017,Highland,3,4809
20210616,S02001979,Fort William North,S12000017,Highland,,4577
20210616,S02001980,Fort William South,S12000017,Highland,3,5658
20210616,S02001981,Lochaber East and North,S12000017,Highland,,4761
20210616,S02001982,Badenoch and Strathspey South,S12000017,Highland,,3875
20210616,S02001983,Badenoch and Strathspey Central,S12000017,Highland,,5315
20210616,S02001984,Badenoch and Strathspey North,S12000017,Highland,,4795
20210616,S02001985,Nairn Rural,S12000017,Highland,3,5013
20210616,S02001986,Nairn East,S12000017,Highland,,4031
20210616,S02001987,Nairn West,S12000017,Highland,,4463
20210616,S02001988,Inverness East Rural,S12000017,Highland,,5594
20210616,S02001989,Inverness Culloden and Balloch,S12000017,Highland,,3943
20210616,S02001990,Inverness Smithton,S12000017,Highland,,3045
20210616,S02001991,Inverness Westhill,S12000017,Highland,,6145
20210616,S02001992,Inverness Inshes,S12000017,Highland,,5706
20210616,S02001993,Inverness Slackbuie,S12000017,Highland,,3639
20210616,S02001994,Inverness Lochardil and Holm Mains,S12000017,Highland,,5336
20210616,S02001995,Inverness Drummond,S12000017,Highland,,3473
20210616,S02001996,Inverness Hilton,S12000017,Highland,,3793
20210616,S02001997,Inverness Drakies,S12000017,Highland,,2299
20210616,S02001998,"Inverness Central, Raigmore and Longman",S12000017,Highland,,4016
20210616,S02001999,Inverness Crown and Haugh,S12000017,Highland,,4454
20210616,S02002000,Inverness Ballifeary and Dalneigh,S12000017,Highland,,4387
20210616,S02002001,Inverness Muirtown,S12000017,Highland,,3745
20210616,S02002002,Inverness Merkinch,S12000017,Highland,,3448
20210616,S02002003,Inverness Scorguie,S12000017,Highland,,2913
20210616,S02002004,Inverness Kinmylies and South West,S12000017,Highland,,4093
20210616,S02002005,Inverness West Rural,S12000017,Highland,,6801
20210616,S02002006,Loch Ness,S12000017,Highland,,4626
20210616,S02002007,Lochalsh,S12000017,Highland,,2659
20210616,S02002008,Skye South,S12000017,Highland,4,3606
20210616,S02002009,Skye North East,S12000017,Highland,,3574
20210616,S02002010,Skye North West,S12000017,Highland,,3411
20210616,S02002011,Ross and Cromarty South West,S12000017,Highland,,3017
20210616,S02002012,Ross and Cromarty North West,S12000017,Highland,,3259
20210616,S02002013,Ross and Cromarty Central,S12000017,Highland,4,3713
20210616,S02002014,Ross and Cromarty East,S12000017,Highland,,3265
20210616,S02002015,Muir of Ord,S12000017,Highland,,3558
20210616,S02002016,Conon,S12000017,Highland,,3858
20210616,S02002017,Dingwall,S12000017,Highland,,5347
20210616,S02002018,Black Isle South,S12000017,Highland,,6945
20210616,S02002019,Black Isle North,S12000017,Highland,,3599
20210616,S02002020,Alness,S12000017,Highland,,5904
20210616,S02002021,Invergordon,S12000017,Highland,,4416
20210616,S02002022,Seaboard,S12000017,Highland,,4389
20210616,S02002023,Tain,S12000017,Highland,,3691
20210616,S02002024,Sutherland South,S12000017,Highland,,6151
20210616,S02002025,Sutherland East,S12000017,Highland,,4095
20210616,S02002026,Caithness South,S12000017,Highland,,2956
20210616,S02002027,Wick South,S12000017,Highland,5,3423
20210616,S02002028,Wick North,S12000017,Highland,,3220
