Time period,Local Authority,MSOA code,MSOA name (EN),MSOA name (CY),Cases,"Incidence per 100,000 population"
20210707,Powys,W02000107,Knighton & Presteigne,Trefyclo a Llanandras,18,186.4
20210707,Powys,W02000108,"Rhayader, Newbridge-on-Wye & Elan Valley","Rhaeadr Gwy, Y Bontnewydd-ar-Wy a Chwm Elan",3,41.6
20210707,Powys,W02000109,Llandrindod Wells,Llandrindod,0-2,<36
20210707,Powys,W02000110,Builth Wells & Llanwrtyd Wells,Llanfair-ym-Muallt a Llanwrtyd,0-2,<30
20210707,Powys,W02000111,Hay-on-Wye & Talgarth,Y Gelli Gandryll a Thalgarth,3,35.3
20210707,Powys,W02000113,Brecon,Aberhonddu,0-2,<24
20210707,Powys,W02000114,"Crickhowell, Llangynidr & Llangorse","Crucywel, Llangynidr a Syfaddan",12,172.3
20210707,Powys,W02000414,Sennybridge & Talybont-on-Usk,Pontsenni a Thal-y-bont ar Wysg,4,66.3
20210707,Powys,W02000416,Ystradgynlais & Tawe Uchaf,Ystradgynlais a Thawe Uchaf,4,39.6
20210707,Rhondda Cynon Taf,W02000252,Hirwaun & Rhigos,Hirwaun a'r Rhigos,15,161.6
20210707,Rhondda Cynon Taf,W02000253,Aberdare North & Llwydcoed,Gogledd Aberd‰r a Llwydcoed,8,116.7
20210707,Rhondda Cynon Taf,W02000254,Aberdare West,Gorllewin Aberd‰r,4,51.4
20210707,Rhondda Cynon Taf,W02000255,Aberdare East & Cwm-bach,Dwyrain Aberd‰r a Chwm-bach,8,115.5
20210707,Rhondda Cynon Taf,W02000256,Aberaman,Aberaman,8,78.8
20210707,Rhondda Cynon Taf,W02000257,Mountain Ash,Aberpennar,7,94.5
20210707,Rhondda Cynon Taf,W02000258,Treherbert,Treherbert,5,85.3
20210707,Rhondda Cynon Taf,W02000259,Penrhiw-ceibr,Penrhiw-ceibr,6,100.8
20210707,Rhondda Cynon Taf,W02000260,Ferndale & Maerdy,Glynrhedynog a Maerdy,5,87.2
20210707,Rhondda Cynon Taf,W02000261,Treorchy,Treorci,19,247.0
20210707,Rhondda Cynon Taf,W02000262,Pentre,Pentre,14,264.5
20210707,Rhondda Cynon Taf,W02000263,Abercynon,Abercynon,5,77.0
20210707,Rhondda Cynon Taf,W02000264,Tylorstown,Tylorstown,6,101.3
20210707,Rhondda Cynon Taf,W02000265,Ystrad & Llwynypia,Ystrad a Llwynypia,19,205.6
20210707,Rhondda Cynon Taf,W02000266,Glyn-coch & Ynys-y-bwl,Glyn-coch ac Ynys-y-bwl,5,65.8
20210707,Rhondda Cynon Taf,W02000267,Tonypandy West & Clydach Vale,Gorllewin Tonypandy a Cwmclydach,5,76.6
20210707,Rhondda Cynon Taf,W02000268,Porth East & Ynys-hir,Dwyrain Porth ac Ynys-hir,10,109.3
20210707,Rhondda Cynon Taf,W02000269,Tonypandy East,Dwyrain Tonypandy,14,163.9
20210707,Rhondda Cynon Taf,W02000270,Pontypridd East & Cilfynydd,Dwyrain Pontypridd a Chilfynydd,3,45.0
20210707,Rhondda Cynon Taf,W02000271,Porth West,Gorllewin Porth,3,52.0
20210707,Rhondda Cynon Taf,W02000272,Pontypridd West,Gorllewin Pontypridd,15,150.6
20210707,Rhondda Cynon Taf,W02000273,Trefforest,Trefforest,12,118.4
20210707,Rhondda Cynon Taf,W02000274,Tonyrefail West,Gorllewin Tonyrefail,18,175.1
20210707,Rhondda Cynon Taf,W02000275,Tonyrefail East,Dwyrain Tonyrefail,7,116.7
20210707,Rhondda Cynon Taf,W02000276,Church Village East & Ton-teg,Dwyrain Pentre'r Eglwys a Thon-teg,7,110.0
20210707,Rhondda Cynon Taf,W02000277,Taff's Well & Nantgarw,Ffynnon Taf a Nantgarw,9,123.9
20210707,Rhondda Cynon Taf,W02000278,Church Village West,Gorllewin Pentre'r Eglwys,8,86.4
20210707,Rhondda Cynon Taf,W02000279,Beddau & Tyn-y-nant,Beddau a Tyn-y-nant,12,148.3
20210707,Rhondda Cynon Taf,W02000280,Bryn-cae & Llanharan,Bryn-cae a Llanharan,13,138.9
20210707,Rhondda Cynon Taf,W02000281,Llantrisant & Talbot Green,Llantrisant a Talbot Green,5,64.6
20210707,Rhondda Cynon Taf,W02000282,Pont-y-clun & Llanharry,Pont-y-clun a Llanhari,19,158.7
20210707,Swansea,W02000168,Pontarddulais,Pontarddulais,4,59.8
20210707,Swansea,W02000169,Clydach & Mawr,Clydach a Mawr,0-2,<21
20210707,Swansea,W02000170,Morriston North,Gogledd Treforys,9,101.5
20210707,Swansea,W02000171,Llangyfelach & Tircoed,Llangyfelach a Thircoed,9,107.1
20210707,Swansea,W02000172,Gorseinon,Gorseinon,8,75.2
20210707,Swansea,W02000173,Birchgrove,Gellifedw,7,86.8
20210707,Swansea,W02000174,Loughor,Casllwchwr,4,41.9
20210707,Swansea,W02000175,Morriston South,De Treforys,5,65.8
20210707,Swansea,W02000176,Mynydd-bach,Mynydd-bach,6,66.0
20210707,Swansea,W02000177,Llansamlet,Llansamlet,5,71.2
20210707,Swansea,W02000178,Penderry,Penderi,6,62.2
20210707,Swansea,W02000179,Gowerton,Treg?yr,0-2,<30
20210707,Swansea,W02000180,Ravenhill,Ravenhill,9,106.8
20210707,Swansea,W02000181,Bon-y-maen,B™n-y-maen,7,93.0
20210707,Swansea,W02000182,Cwmbwrla,Cwmbwrla,8,102.3
20210707,Swansea,W02000183,Landore,Gland?r,5,48.6
20210707,Swansea,W02000184,Cockett,Y Cocyd,8,110.4
20210707,Swansea,W02000185,Llanmorlais & Three Crosses,Llanmorlais a'r Crwys,7,137.9
20210707,Swansea,W02000186,Townhill,Townhill,7,76.9
20210707,Swansea,W02000187,Dunvant & Upper Killay,Dynfant a Chil‰ Uchaf,0-2,<36
20210707,Swansea,W02000188,St Thomas,St Thomas,3,36.3
20210707,Swansea,W02000189,Ty-coch,Ty-coch,7,85.5
20210707,Swansea,W02000190,Killay,Cil‰,3,59.8
20210707,Swansea,W02000191,Uplands,Uplands,10,103.1
20210707,Swansea,W02000192,Central Swansea,Canol Abertawe,8,77.8
20210707,Swansea,W02000193,Brynmill,Brynmill,5,49.1
20210707,Swansea,W02000194,Sketty,Sgeti,3,47.2
20210707,Swansea,W02000195,Mayals & Bishopston,Mayals a Llandeilo Ferwallt,7,120.4
20210707,Swansea,W02000196,West Cross,West Cross,5,76.8
20210707,Swansea,W02000197,West Gower,Gorllewin G?yr,0-2,<32
20210707,Swansea,W02000198,Mumbles & Newton,Mwmbwls a Newton,7,94.5
20210707,The Vale of Glamorgan,W02000237,Ogmore-by-Sea & Llandow,Ogwr a Lland?,14,231.7
20210707,The Vale of Glamorgan,W02000238,Cowbridge,Y Bont-faen,6,93.2
20210707,The Vale of Glamorgan,W02000239,Peterston-super-Ely & Wenvoe,Llanbedr-y-fro a Gwenf™,19,249.1
20210707,The Vale of Glamorgan,W02000240,Llandough & Cogan,Llandochau a Cogan,18,202.6
20210707,The Vale of Glamorgan,W02000241,Penarth,Penarth,8,75.2
20210707,The Vale of Glamorgan,W02000242,Dinas Powys,Dinas Powys,8,99.4
20210707,The Vale of Glamorgan,W02000243,Gibbonsdown,Gibbonsdown,10,99.7
20210707,The Vale of Glamorgan,W02000244,Lower Penarth & Sully,Penarth Isaf a Sili,12,114.4
20210707,The Vale of Glamorgan,W02000245,Palmerstown,Palmerstown,8,91.1
20210707,The Vale of Glamorgan,W02000246,Barry Dyfan & Illtyd,Y Barri Dyfan ac Illtyd,5,91.1
20210707,The Vale of Glamorgan,W02000247,Llantwit Major,Llanilltud Fawr,10,111.6
20210707,The Vale of Glamorgan,W02000248,Barry East,Dwyrain y Barri,13,115.6
20210707,The Vale of Glamorgan,W02000249,Barry West,Gorllewin y Barri,6,65.0
20210707,The Vale of Glamorgan,W02000250,Rhoose & Airport,Y Rhws a'r Maes Awyr,22,184.6
20210707,The Vale of Glamorgan,W02000251,Barry Island,Ynys y Barri,6,61.6
20210707,Torfaen,W02000323,Blaenavon,Blaenafon,5,77.5
20210707,Torfaen,W02000324,Abersychan,Abersychan,18,243.1
20210707,Torfaen,W02000325,Trefethin & Pen-y-garn,Trefddyn a Phen-y-garn,15,196.6
20210707,Torfaen,W02000326,Pontypool,Pont-y-p?l,10,110.0
20210707,Torfaen,W02000327,New Inn,Y Dafarn Newydd,3,50.7
20210707,Torfaen,W02000328,Griffithstown & Sebastopol,Griffithstown a Sebastopol,5,65.5
20210707,Torfaen,W02000329,Pontnewydd & Upper Cwmbran,Pontnewydd a Chwmbr‰n Uchaf,24,314.1
20210707,Torfaen,W02000330,Croesyceiliog,Croesyceiliog,14,192.6
20210707,Torfaen,W02000331,West Pontnewydd & Thornhill,Gorllewin Pontnewydd a Thornhill,13,193.2
20210707,Torfaen,W02000332,Cwmbran,Cwmbr‰n,13,173.3
20210707,Torfaen,W02000333,Fairwater & Greenmeadow,Fairwater a Greenmeadow,7,108.2
20210707,Torfaen,W02000334,Hollybush & Henllys,Hollybush a Henllys,6,88.7
20210707,Torfaen,W02000335,Llantarnam & Oakfield,Llantarnam ac Oakfield,13,174.1
20210707,Wrexham,W02000080,Llay South & Gwersyllt East,De Llai a Dwyrain Gwersyllt,29,361.4
20210707,Wrexham,W02000081,Gwersyllt West & Summerhill,Gorllewin Gwersyllt a Brynhyfryd,28,472.6
20210707,Wrexham,W02000082,New Broughton & Bryn Cefn,New Broughton a Bryn Cefn,29,373.8
20210707,Wrexham,W02000083,Coedpoeth & Brymbo,Coed-poeth a Brymbo,29,317.8
20210707,Wrexham,W02000084,Borras & Rhosnesni,Borras a Rhosnesni,11,227.2
20210707,Wrexham,W02000085,"Town North, University & Rhos-ddu","Gogledd y Dref, y Brifysgol a Rhos-ddu",31,349.0
20210707,Wrexham,W02000086,Acton & Maes-y-dre,Gwaunyterfyn a Maes-y-dre,22,435.1
20210707,Wrexham,W02000087,Caia Park,Parc Caia,16,224.1
20210707,Wrexham,W02000088,Wrexham West,Gorllewin Wrecsam,27,324.0
20210707,Wrexham,W02000089,Hermitage & Whitegate,Hermitage a Whitegate,20,228.5
20210707,Wrexham,W02000090,Pen-y-cae & Minera,Pen-y-cae a Mwynglawdd,8,139.7
20210707,Wrexham,W02000091,Johnstown North & Rhostyllen,Gogledd Johnstown a Rhostyllen,36,587.0
20210707,Wrexham,W02000092,Rhosllannerchrugog & Johnstown South,Rhosllannerchrugog a De Johnstown,50,711.3
20210707,Wrexham,W02000093,Ruabon & Marchwiel,Rhiwabon a Marchwiel,29,437.6
20210707,Wrexham,W02000094,Cefn Mawr,Cefn-mawr,37,403.1
20210707,Wrexham,W02000095,"Bangor-on-Dee, Overton & Penley","Bangor Is-coed, Owrtyn a Llannerch Banna",7,105.3
20210707,Wrexham,W02000096,Chirk & Ceiriog Valley,Y Waun a Dyffryn Ceiriog,8,123.4
20210707,Wrexham,W02000420,"Gresford, Marford & Rossett","Gresffordd, Marford a'r Orsedd",31,216.9
